spp_code,stories,below_crown_height,height,estimated_height,DBH
14994,over,,,1162,22
14994,over,,,865,10
14994,over,,,826,9
14994,over,,,1210,25
14994,over,,,1179,23
14994,over,730,1060,1144,21
12930,over,,,742,8
2280,over,,,695,7
12930,over,,,887,12
14994,over,,,1065,17
14994,over,400,1130,1195,24
14994,over,590,1160,1179,23
14994,over,,,1126,20
14994,over,,,992,14
14994,over,,,1195,24
14994,over,,,1042,16
14994,over,540,820,964,13
14994,over,,,964,13
14994,over,500,1060,1225,26
14994,over,,,1179,23
14994,over,,,934,12
14994,over,,,1018,15
14994,over,,,1065,17
14994,over,,,781,8
14994,over,,,865,10
6556,over,390,980,1120,17
6556,over,,,910,10
6556,over,,,869,9
14994,over,,,1086,18
14994,over,,,1018,15
14994,over,,,1018,15
14994,over,,,1179,23
14994,over,460,1030,1162,22
14994,over,,,992,14
14994,over,,,1144,21
14994,over,,,781,8
14994,over,440,960,1065,17
14994,over,,,1144,21
14994,over,,,901,11
14994,over,,,865,10
14994,over,,,865,10
14994,over,,,865,10
14994,over,,,964,13
14994,over,,,1086,18
14994,over,,,901,11
14994,over,440,910,901,11
14994,over,,,1144,21
14994,over,,,1303,32
14994,over,,,1086,18
14994,over,670,1010,1018,15
14994,over,,,1210,25
14994,over,,,934,12
14994,over,,,865,10
14994,over,460,900,826,9
14994,over,,,1179,23
14994,over,,,1086,18
14994,over,,,901,11
1022,under,160,330,784,9
1022,over,310,780,1011,17
14994,over,820,1400,1195,24
14994,over,630,1310,1162,22
14994,over,,,1431,45
14994,over,,,1210,25
14994,over,660,1400,1314,33
14994,over,,,1162,22
866,over,,,822,10
866,over,,,1190,28
866,over,,,887,12
6591,over,,,695,7
6525,over,,,1070,20
14994,over,1010,1460,1225,26
14994,over,830,1290,1162,22
14994,over,,,1278,30
14994,over,,,1162,22
14994,over,,,1291,31
14994,over,,,1162,22
14994,over,710,1450,1291,31
14994,over,,,1278,30
14994,over,,,1210,25
14994,over,160,870,992,14
14994,over,,,1326,34
14994,over,460,1130,1336,35
14994,over,,,1326,34
15067,over,,,826,9
6556,over,460,1030,948,11
6556,over,,,769,7
6556,over,620,1240,1043,14
6556,over,,,1164,19
6556,over,,,1071,15
6556,over,,,769,7
6556,over,430,1120,1120,17
14994,over,,,1065,17
14994,over,,,1387,40
14994,over,,,1144,21
14994,over,510,1340,1210,25
14994,under,,,1195,24
1022,over,650,1260,1115,14
866,over,,,1115,14
2248,over,,,1013,11
2248,over,,,757,6
2248,over,,,878,8
2248,over,,,757,6
11717,under,,,822,7
6556,over,,,967,9
6556,over,,,1380,23
6556,over,,,915,8
6556,over,720,1460,1526,32
6556,over,,,1497,30
6556,over,,,1162,14
6556,over,,,1296,19
6556,over,440,910,1013,10
6556,over,,,1380,23
6556,over,,,1192,15
6556,over,,,1340,21
6556,over,,,1380,23
6556,over,,,1380,23
6556,over,,,856,7
6556,over,830,1300,1319,20
6556,over,,,915,8
6556,over,,,1129,13
6556,over,,,1340,21
11033,over,,,970,9
11033,over,,,1097,12
11033,over,,,859,7
11033,over,420,890,918,8
11033,over,580,1230,1224,16
11033,over,,,970,9
11033,over,,,859,7
11033,over,,,1364,22
11033,over,,,1016,10
11033,over,,,1195,15
11033,over,,,1058,11
11033,over,,,1516,31
6556,over,490,1350,1296,19
6556,over,680,1340,1361,22
6556,over,,,1272,18
6556,over,370,1420,1467,28
11033,over,,,791,6
11033,over,570,1480,1569,35
6556,over,760,1280,1296,19
6556,over,,,1380,23
6556,over,,,1247,17
6556,over,,,1451,27
6556,under,,,1055,11
6556,over,580,1190,1192,15
6556,over,,,1417,25
14994,over,,,1824,65
6617,over,,,1244,19
6617,over,860,1460,1477,33
6617,over,790,1410,1377,26
6617,over,,,1559,40
6556,over,,,1380,23
6556,over,490,870,915,8
6556,over,,,1162,14
6556,over,,,1192,15
6556,over,,,1055,11
6556,over,700,1220,1129,13
6556,over,,,1013,10
6556,over,740,1170,1013,10
6556,over,,,1129,13
6556,over,,,1055,11
6556,over,,,1220,16
6556,over,,,1451,27
6556,over,,,1434,26
6556,over,680,1360,1399,24
6556,over,,,1192,15
6556,over,,,1380,23
6556,over,,,1361,22
6556,over,,,1340,21
6556,over,560,1280,1272,18
6556,over,,,856,7
6556,over,,,1220,16
6556,over,,,1162,14
6556,over,690,1320,1319,20
6556,over,,,1162,14
6556,over,,,1247,17
6556,over,,,1192,15
6556,over,,,1552,34
6556,over,,,1601,38
6556,over,,,1713,49
6556,over,,,1192,15
6556,over,,,1296,19
6556,over,,,1434,26
6556,over,,,915,8
6556,over,,,1497,30
6556,over,,,1296,19
6556,over,,,1094,12
6556,over,,,1055,11
6556,over,,,1380,23
6556,over,,,967,9
6556,over,,,1399,24
6556,over,,,1013,10
6556,over,,,1013,10
6556,over,640,1300,1220,16
6556,over,,,967,9
6556,over,,,1013,10
6556,over,,,1296,19
6556,over,630,1220,1192,15
6556,over,,,1380,23
6556,over,,,1013,10
866,over,710,1310,1244,19
866,over,,,1171,16
11673,over,,,822,7
11673,over,,,822,7
7444,over,,,1343,24
11717,under,,,757,6
2248,over,410,780,822,7
2248,over,,,928,9
1022,over,,,973,10
6556,over,,,1055,11
6556,over,,,1272,18
11033,over,,,859,7
11033,over,,,970,9
6556,over,520,880,967,9
6556,over,,,915,8
6556,over,660,1460,1482,29
6556,over,680,1470,1434,26
6556,over,,,1220,16
6556,over,,,1434,26
6556,over,550,1490,1512,31
6556,over,,,1635,41
6556,over,,,1247,17
6556,over,,,1319,20
6556,over,,,1220,16
11033,over,,,859,7
11033,over,,,791,6
11033,under,,,791,6
11033,under,,,918,8
1022,over,,,973,10
1022,under,,,928,9
1022,over,,,1013,11
12904,over,,,1502,35
11033,over,,,1097,12
11033,over,,,791,6
11033,over,,,791,6
11033,over,,,859,7
11033,over,620,1320,1322,20
11033,over,,,1250,17
11033,over,580,1160,1058,11
11033,over,,,1097,12
11033,over,,,1016,10
11033,over,,,791,6
11033,over,,,918,8
11033,over,,,1058,11
11033,over,,,859,7
11033,over,,,859,7
11033,over,620,1320,1276,18
11033,over,,,1016,10
11033,over,,,859,7
11033,over,,,859,7
11033,over,,,859,7
2261,over,,,928,9
2261,over,,,878,8
2261,under,,,822,7
2261,under,,,757,6
2261,over,,,1013,11
12904,over,,,1221,18
2261,over,,,973,10
2261,over,470,890,1050,12
2261,over,,,757,6
2261,over,,,822,7
2261,over,220,730,928,9
2261,over,330,750,822,7
6556,over,,,1162,14
6556,over,480,1430,1526,32
6556,over,,,1539,33
6556,over,,,1656,43
6556,over,,,1565,35
6556,over,,,1482,29
6556,over,,,915,8
6556,over,580,1440,1467,28
6556,over,440,1400,1417,25
6556,over,,,1192,15
6556,over,,,1192,15
6556,over,,,1055,11
6556,over,820,1440,1319,20
6556,over,,,1340,21
6556,over,,,1094,12
6556,over,,,1129,13
6556,over,,,1319,20
6556,over,,,1055,11
6556,over,630,1280,1162,14
6556,over,,,1340,21
6556,over,,,1013,10
6556,over,,,1526,32
6556,over,,,1129,13
6556,over,,,1013,10
6556,over,,,1497,30
6556,under,,,856,7
6556,over,,,1094,12
6556,over,,,1319,20
2261,over,,,757,6
2261,over,,,878,8
6617,over,,,1464,32
9251,over,,,1115,14
2261,over,,,973,10
2261,over,,,973,10
2261,under,,,822,7
2261,over,,,757,6
2261,over,,,878,8
2261,over,,,1050,12
6617,over,,,1221,18
1022,over,,,1286,21
11033,over,,,970,9
11033,over,,,970,9
11033,over,,,859,7
1022,over,,,928,9
2261,over,,,1013,11
2261,over,,,822,7
2261,over,,,1084,13
2261,over,,,1144,15
2261,over,,,928,9
2261,over,,,1013,11
1022,over,500,1330,1171,16
11033,over,,,1276,18
11033,over,700,1620,1432,19
9266,over,,,1166,11
9266,over,650,1040,1247,13
9266,over,,,1166,11
11033,over,1080,1690,1348,16
11033,over,,,1378,17
9266,over,,,1120,10
11033,over,,,1283,14
9266,over,,,1120,10
11038,under,,,871,6
9266,over,,,1247,13
9266,over,,,1011,8
11033,over,,,1348,16
2248,over,,,1166,11
2248,under,,,1120,10
9266,over,,,1503,22
11033,over,,,1120,10
11033,over,,,1283,14
6556,over,,,1390,27
6556,over,,,1374,26
6556,over,770,1510,1322,23
6556,over,490,1390,1405,28
6556,over,500,1330,1303,22
6556,over,,,1390,27
6556,over,,,1263,20
6556,over,,,1081,13
6556,under,,,820,7
6556,over,,,1263,20
6556,over,,,1219,18
6556,over,,,1263,20
6556,over,,,1142,15
6556,over,,,1169,16
6556,over,770,1710,1487,34
6556,over,,,1357,25
6556,under,,,1011,11
6556,over,,,1474,33
6556,over,,,1405,28
14964,over,910,1910,1988,32
14964,over,1260,1950,1823,24
14964,over,,,1799,23
14964,over,,,1823,24
14964,over,,,2023,34
14964,over,,,1970,31
14964,over,,,1847,25
14964,over,,,1988,32
14964,over,,,1799,23
14964,over,,,1988,32
14964,over,,,1891,27
14964,over,1100,2050,2023,34
14964,over,,,1514,14
14964,over,810,1910,1932,29
14964,over,,,1658,18
14964,over,,,1658,18
9266,over,,,1068,9
9266,over,,,871,6
6556,over,,,1195,17
6556,over,,,1263,20
6556,over,,,1169,16
6556,over,350,1250,1142,15
6556,over,,,1219,18
6556,over,,,1113,14
6556,over,,,1169,16
6556,over,,,1113,14
6556,over,,,1242,19
6556,over,510,1160,1219,18
6556,over,,,1195,17
6556,over,,,1081,13
6556,over,800,1440,1263,20
6556,over,780,1210,1081,13
6556,over,,,1195,17
6556,over,,,1011,11
6556,over,,,926,9
6556,over,,,1113,14
6556,over,,,1048,12
6556,under,,,971,10
6556,over,,,1081,13
6556,over,,,1142,15
6556,over,,,1169,16
6556,over,,,1048,12
6556,over,,,1195,17
6556,over,,,1195,17
6556,over,,,1303,22
6556,over,660,1280,1322,23
6556,over,,,1081,13
6556,over,770,1050,1011,11
6556,over,,,926,9
6556,over,,,1169,16
6556,over,,,1169,16
6556,over,,,1195,17
6556,over,,,1169,16
6556,over,,,971,10
6556,over,,,926,9
6556,over,,,1081,13
6556,over,,,1113,14
6556,over,,,1048,12
6556,over,,,1113,14
6556,over,,,1142,15
6556,over,250,1210,1284,21
6556,over,,,1195,17
6556,over,,,1195,17
6556,over,,,1142,15
6556,over,,,1219,18
6556,over,,,1195,17
6556,over,,,1169,16
6556,over,,,1113,14
6556,over,,,1219,18
6556,over,,,1322,23
6556,over,,,877,8
6556,over,,,1011,11
6556,over,,,1195,17
6556,over,,,1048,12
6556,under,,,926,9
6556,over,,,1142,15
14964,over,1090,1500,1689,19
14964,over,1110,1710,1773,22
14964,over,,,1951,30
14964,over,,,1799,23
1022,over,,,1247,13
1022,over,,,1068,9
1022,under,,,871,6
12315,under,,,1011,8
12315,over,,,1457,20
11033,under,,,946,7
1022,over,,,1432,19
1022,over,,,1120,10
1022,over,910,1300,1317,15
6556,over,,,1195,17
6556,under,,,1011,11
6556,over,,,1081,13
6556,under,,,877,8
14994,over,,,2079,65
14994,over,1050,1960,1978,53
14994,over,650,1940,2072,64
14994,over,,,2005,56
14994,over,1300,1950,1896,45
14994,over,,,2048,61
6556,over,480,850,1048,12
6556,over,,,1448,31
6556,over,,,1113,14
14964,over,,,2006,33
14964,over,1090,2040,2006,33
14964,over,1080,2000,1847,25
14994,over,,,2005,56
14994,over,460,2240,2189,81
14994,over,1120,1950,1987,54
14994,over,1090,1810,1710,31
14994,over,1110,2050,2048,61
908,over,,,1011,8
9266,over,420,1250,1348,16
9266,under,,,871,6
908,over,,,1120,10
908,under,,,871,6
9266,over,560,1390,1545,24
7255,under,,,1011,8
908,over,,,1068,9
908,over,,,1068,9
908,over,,,1166,11
908,under,,,1120,10
908,over,,,1283,14
908,under,,,1011,8
1022,over,,,1120,10
908,over,,,1283,14
908,over,,,1283,14
11038,over,,,1068,9
11038,over,,,1011,8
9266,over,,,1166,11
9266,over,,,1068,9
9266,under,,,946,7
908,over,,,1011,8
908,over,,,1068,9
9266,over,,,1247,13
9266,over,,,1011,8
9266,under,,,1011,8
9266,under,,,871,6
6556,over,370,860,1011,11
6556,over,,,1195,17
6556,over,,,1113,14
6556,over,,,926,9
6556,over,,,1357,25
6556,over,,,877,8
6556,over,,,1242,19
6556,over,,,1242,19
6556,over,,,926,9
6556,under,,,820,7
6556,over,,,1263,20
6556,over,,,1219,18
6556,over,,,1219,18
6556,over,,,1113,14
6556,over,,,1195,17
6556,over,,,1011,11
6556,over,,,877,8
6556,over,,,1081,13
6556,over,,,1195,17
6556,over,,,1169,16
6556,over,,,877,8
6556,over,,,1048,12
6556,over,,,926,9
6556,over,,,820,7
6556,over,,,1284,21
6556,over,,,1048,12
6556,over,,,1113,14
6556,over,,,1113,14
6556,over,,,1219,18
6556,under,,,820,7
6556,over,510,1100,1284,21
6556,over,,,1048,12
6556,over,,,1011,11
6556,over,,,1195,17
6556,over,220,1160,1322,23
6556,over,,,1011,11
6556,over,,,1195,17
6556,over,,,1048,12
6556,under,,,926,9
6556,over,,,971,10
6556,under,,,755,6
6556,over,,,1263,20
6556,over,,,820,7
6556,over,,,1169,16
908,over,,,1584,26
908,over,,,1283,14
9266,over,,,1068,9
908,over,520,1000,1068,9
6556,over,450,1080,1195,17
6556,over,,,1357,25
6556,over,310,1320,1374,26
6556,over,,,1195,17
6556,over,,,1284,21
6556,over,650,1250,1263,20
6556,over,670,1250,1113,14
6556,over,,,1322,23
6556,over,,,1340,24
6556,over,,,926,9
6556,over,,,1169,16
6556,over,,,1113,14
6556,over,,,926,9
6556,over,,,1284,21
14994,under,,,1540,22
14994,over,,,1660,28
14994,over,,,1516,21
6591,over,,,876,7
6556,over,,,1037,10
6617,over,680,1170,1110,11
6617,over,,,1017,9
6617,over,490,1100,1017,9
6617,over,,,830,6
6617,over,,,901,7
6617,over,,,963,8
6617,over,,,1151,12
6617,over,,,1387,20
14994,over,,,1042,13
14994,over,,,727,6
14994,over,,,892,9
14994,over,,,892,9
14994,over,,,844,8
14994,over,650,1120,1126,16
14994,over,,,844,8
14994,over,,,727,6
14994,over,,,974,11
14994,over,,,892,9
14994,over,,,790,7
14994,over,,,935,10
14994,over,,,1100,15
14994,over,,,974,11
14994,over,,,974,11
14994,over,,,1042,13
14994,over,,,844,8
14994,over,,,790,7
6517,over,,,760,7
6517,over,,,812,8
14994,over,,,844,8
14994,over,260,680,790,7
14994,over,,,974,11
6517,over,,,812,8
6517,over,,,760,7
6517,over,440,1120,1058,15
6517,over,,,812,8
6517,over,,,700,6
6517,over,,,700,6
6517,over,,,700,6
6517,over,410,1080,1002,13
6517,over,,,899,10
6517,over,,,760,7
6517,over,280,760,760,7
6517,over,,,760,7
14994,over,,,727,6
14994,over,560,970,892,9
14994,over,,,892,9
14994,over,,,790,7
14994,over,540,1000,1042,13
14994,over,670,1120,974,11
14994,over,,,844,8
14994,over,,,1009,12
14994,over,,,935,10
14994,over,,,844,8
6617,over,,,1222,14
6617,over,,,1066,10
6617,over,,,963,8
6617,over,,,901,7
6617,over,,,901,7
6556,over,,,1219,15
6556,over,,,1080,11
6617,over,,,1151,12
6617,over,,,1151,12
6617,over,,,1066,10
6617,over,,,1222,14
6617,over,,,1254,15
6617,over,,,1017,9
6617,over,,,963,8
6617,over,,,1110,11
15067,over,,,790,7
15067,over,,,935,10
6617,over,750,1430,1151,12
6617,over,410,730,963,8
6617,over,,,1066,10
6617,over,,,901,7
14994,over,780,1390,1196,19
14994,over,820,1340,1368,29
14994,under,420,1050,1100,15
14994,over,,,1273,23
14994,over,640,1260,1291,24
14994,over,,,1291,24
14994,over,,,1291,24
14994,over,,,1126,16
14994,over,,,727,6
14994,over,,,727,6
14994,over,,,1151,17
14994,over,,,1151,17
14994,over,,,1236,21
14994,over,,,1307,25
14994,over,,,1395,31
14994,over,,,1432,34
14994,over,,,1381,30
14994,over,,,1488,39
14994,over,,,1498,40
14994,over,,,1455,36
14994,over,,,1581,49
14994,over,,,1537,44
14994,over,,,1432,34
14994,over,,,1174,18
14994,over,,,1100,15
14994,over,,,1100,15
14994,over,680,1260,1151,17
14994,over,,,1217,20
14994,over,,,1307,25
14994,over,360,780,974,11
14994,over,,,1217,20
14994,over,,,1196,19
14994,over,280,620,790,7
14994,over,,,1196,19
14994,over,,,1381,30
14994,over,,,1217,20
14994,over,570,1260,1236,21
6556,over,,,936,8
6556,over,,,936,8
6556,over,,,936,8
6591,over,,,807,6
6591,over,,,807,6
6591,over,,,807,6
6591,over,,,807,6
6617,over,560,1040,901,7
6617,over,540,960,1017,9
6617,over,480,750,830,6
6617,over,,,1017,9
6617,over,,,1017,9
6617,over,,,1017,9
6617,over,190,790,963,8
6617,over,,,1017,9
6617,over,,,901,7
6617,over,,,1017,9
6617,over,,,901,7
6617,over,,,830,6
6617,over,490,1050,1254,15
6617,over,,,830,6
6617,over,,,901,7
6617,over,,,901,7
6617,over,,,1017,9
6617,over,,,901,7
6617,over,,,901,7
6617,over,,,1017,9
6617,over,,,901,7
6617,over,,,1017,9
6617,over,,,830,6
6617,over,,,1066,10
6617,over,,,901,7
6617,over,,,830,6
6617,over,,,830,6
6617,over,,,901,7
6617,over,,,963,8
6617,over,,,901,7
6617,over,,,830,6
6617,over,,,963,8
6617,over,530,1120,1151,12
6617,over,,,963,8
6617,over,,,1017,9
6617,over,,,830,6
6617,over,,,830,6
6617,over,,,963,8
6617,over,,,1066,10
6617,over,320,810,1066,10
6617,over,,,1066,10
6617,over,,,1017,9
6617,over,,,963,8
6617,over,,,901,7
14994,over,,,727,6
14994,over,,,844,8
6617,over,,,901,7
6617,over,,,901,7
6617,over,,,830,6
6617,over,,,1017,9
6617,over,,,901,7
6517,over,420,680,760,7
6517,over,150,680,700,6
6517,over,,,760,7
6517,over,,,760,7
6517,over,320,730,812,8
6517,over,,,760,7
6517,over,,,812,8
6517,over,,,760,7
6517,over,,,700,6
6517,over,,,812,8
6517,over,,,812,8
6517,over,,,760,7
6517,over,,,899,10
14994,under,,,790,7
14994,over,,,1236,21
14994,under,,,790,7
6556,over,360,810,989,9
6591,over,370,720,876,7
6591,over,,,876,7
6591,over,,,936,8
6556,over,,,1188,14
6556,over,420,1260,1080,11
6591,over,,,1276,17
6591,over,,,1219,15
12904,over,670,1230,1248,16
12904,over,,,1188,14
12904,over,,,936,8
6617,over,,,1254,15
6617,over,,,1410,21
14964,over,,,790,7
14964,over,,,1100,15
6591,over,650,1310,1188,14
6556,over,,,1219,15
6591,over,,,807,6
6617,over,,,1110,11
6617,over,,,1066,10
6617,over,720,1400,1254,15
6617,over,,,1151,12
6617,over,670,1010,1066,10
6617,over,620,1310,1188,13
6617,over,,,963,8
6617,over,,,1338,18
6617,over,,,1452,23
6617,over,,,1387,20
6617,over,,,901,7
6617,over,,,1110,11
6617,over,,,1312,17
6617,over,,,1222,14
6617,over,,,1017,9
6617,over,,,1066,10
6617,over,,,1017,9
6617,over,490,1530,1452,23
6617,over,,,1472,24
6617,over,,,1151,12
6617,over,,,1410,21
6617,over,,,1066,10
6617,over,,,901,7
6617,over,,,1188,13
6617,over,,,1222,14
6617,over,,,1110,11
6617,over,,,1110,11
6617,over,,,1364,19
6617,over,,,1222,14
6617,over,,,1284,16
6591,under,,,807,6
6556,over,,,1219,15
6591,over,,,936,8
6591,over,,,807,6
6556,under,,,876,7
6617,over,,,1284,16
6617,over,680,1420,1338,18
6617,over,,,1188,13
14994,over,,,974,11
6617,over,,,1222,14
6617,over,,,1254,15
6617,over,,,963,8
6617,over,,,1431,22
6517,over,,,812,8
6517,over,,,760,7
6517,over,,,812,8
6556,over,140,360,362,6
6556,over,180,390,362,6
6556,over,150,380,362,6
6556,over,170,420,393,7
6525,over,230,340,362,6
1959,over,340,450,362,6
1959,over,300,410,362,6
6617,over,240,410,485,11
6617,over,250,350,420,8
6525,over,,,1158,17
14994,over,,,1090,24
6591,over,,,1264,22
6591,over,,,1048,13
928,over,,,1016,12
928,over,,,1048,13
928,over,,,850,8
928,over,,,850,8
6512,over,,,1583,48
6512,over,,,1528,42
6591,under,,,898,9
6591,over,,,1282,23
6591,over,,,1182,18
6591,over,,,1245,21
928,over,,,1048,13
6591,over,,,1079,14
6617,over,610,1370,1428,27
6617,over,550,1190,1253,18
6617,over,620,1340,1340,22
6617,over,,,1174,15
6617,over,,,1228,17
6617,over,620,1320,1202,16
6617,over,680,1090,1077,12
6617,over,,,1253,18
6617,over,540,1480,1474,30
6617,over,,,1459,29
6617,over,,,1528,34
6617,over,,,1474,30
14994,under,,,1044,21
14994,over,730,1240,1090,24
14994,under,,,1028,20
14994,under,,,972,17
14994,over,630,1210,1044,21
14994,over,710,1180,992,18
14994,over,,,1010,19
14994,over,600,740,754,9
14994,over,,,1220,35
6556,over,,,1225,20
22332,under,,,732,6
22332,under,,,1048,13
22415,over,,,941,10
22415,over,,,732,6
22415,over,,,732,6
22332,under,,,850,8
22415,over,480,1110,1107,15
22415,over,,,1133,16
22415,over,,,1079,14
22415,under,,,1133,16
22415,under,,,980,11
928,over,310,1050,980,11
6617,over,,,1174,15
14994,over,500,940,1104,25
14994,over,180,1100,1210,34
14994,over,650,1120,1131,27
14994,over,,,1104,25
14994,under,,,1010,19
14994,under,410,830,951,16
14994,under,,,1090,24
14994,over,,,1167,30
22415,over,520,600,850,8
14994,over,,,1178,31
14994,over,,,929,15
14994,over,530,980,929,15
14994,over,,,1248,38
14994,over,,,1167,30
14994,over,390,1070,1167,30
14994,over,,,1257,39
22415,over,,,980,11
22415,over,,,732,6
22415,over,,,1016,12
22415,over,,,898,9
22415,over,,,850,8
22415,over,,,732,6
22415,under,,,898,9
22415,over,390,450,898,9
984,over,,,1270,14
11033,over,,,1568,26
984,over,,,1196,12
2248,over,,,1653,31
2248,over,,,1637,30
11513,over,,,1108,10
11513,over,,,936,7
11513,over,,,1196,12
11513,over,,,1234,13
1022,over,640,1140,1057,9
16962,over,,,1363,17
2248,over,,,1303,15
2248,over,810,1510,1509,23
11033,over,,,1270,14
2248,over,,,1108,10
2248,over,,,1303,15
11033,over,710,1320,1334,16
11033,over,,,1154,11
11513,over,700,1500,1196,12
22495,over,,,1154,11
1022,over,640,1490,1391,18
11513,over,,,1154,11
11513,over,,,1234,13
16962,over,540,1530,1465,21
11033,over,,,1529,24
11033,over,,,1549,25
11033,over,740,1700,1586,27
11033,over,,,1488,22
7475,over,540,1000,1270,14
7475,over,,,1417,19
2212,under,,,1057,9
11513,over,,,1196,12
2248,over,,,1234,13
2248,over,,,1303,15
2248,over,,,1529,24
11513,over,,,1108,10
11513,over,,,1154,11
11033,under,,,1057,9
11033,over,1100,1770,1549,25
11033,over,,,1488,22
984,over,1070,1500,1363,17
14973,under,,,1069,8
14973,under,,,921,6
14994,over,,,1883,39
8931,under,,,936,7
11033,over,,,862,6
8931,over,,,1270,14
11513,under,,,936,7
11513,over,,,1057,9
8931,over,,,1154,11
6517,over,,,1249,10
11513,over,720,1350,1196,12
8931,over,,,1108,10
11513,over,560,1240,1234,13
8931,over,,,1196,12
11513,over,,,1234,13
8931,over,,,936,7
11513,over,,,1154,11
11513,over,,,1001,8
12930,under,,,936,7
12930,over,,,1417,19
8931,under,,,936,7
8931,over,,,1001,8
8931,over,,,1234,13
8931,over,,,1270,14
8931,over,640,1280,1334,16
8931,over,,,1154,11
8931,under,,,936,7
8931,over,,,1108,10
8931,over,,,1303,15
8931,over,480,1000,1108,10
11513,over,,,1108,10
6512,over,,,1429,15
6512,over,,,1463,16
6512,over,860,1480,1526,18
6512,over,,,1607,21
6512,over,,,1311,12
8931,over,,,1057,9
8931,over,,,1270,14
11033,over,,,1363,17
8931,over,610,1240,1488,22
8931,over,,,1465,21
1022,over,,,1234,13
1022,over,,,1057,9
1022,under,,,936,7
11513,over,,,1391,18
12930,over,,,1270,14
12930,over,,,1442,20
8931,over,,,1234,13
12930,over,,,1108,10
6517,over,,,1249,10
14973,under,,,1000,7
14973,under,,,1069,8
14973,under,,,921,6
14973,under,,,921,6
14973,under,,,1000,7
14973,under,,,921,6
6591,over,1010,1840,1864,32
6591,under,,,963,6
6591,over,,,1847,31
6517,under,,,1055,7
6517,over,,,1568,18
6517,over,,,1192,9
6517,over,,,1128,8
6517,over,,,1192,9
6517,over,,,1301,11
6517,over,,,1880,32
6517,over,,,1301,11
6517,over,,,1863,31
6517,over,,,1249,10
6517,over,,,1504,16
6591,over,,,1289,11
6591,over,,,1419,14
6517,over,,,1469,15
6517,over,,,1192,9
6517,over,860,1910,1788,27
6517,under,,,1055,7
6512,over,880,1550,1554,19
6512,over,,,1215,10
6512,over,,,1526,18
6512,over,,,1027,7
6512,over,700,1240,1393,14
6512,over,,,1266,11
6591,over,,,1379,13
14994,over,,,1748,30
8931,over,,,1442,20
11513,under,,,1057,9
12930,over,,,1108,10
12930,over,,,1108,10
12930,over,,,1391,18
17251,under,,,862,6
984,over,,,936,7
12930,under,,,1001,8
12930,under,,,1001,8
12930,over,,,1568,26
2248,over,,,1391,18
11513,under,,,862,6
12930,over,,,1001,8
12930,over,,,1509,23
12930,over,,,1363,17
16720,under,,,862,6
16720,under,,,1001,8
16720,under,,,936,7
2280,under,,,1057,9
11717,over,,,1001,8
11717,over,410,800,1057,9
6512,over,1090,1760,1632,22
6512,over,,,1393,14
11513,under,,,936,7
11513,under,,,936,7
11513,over,,,1108,10
6517,over,,,1301,11
6517,over,,,1827,29
6517,over,930,1580,1652,21
6517,over,,,1249,10
6517,over,780,1450,1568,18
6517,over,1070,2200,1827,29
6517,over,,,1348,12
6517,over,940,1880,1897,33
6517,over,,,1863,31
6517,over,,,1537,17
6517,over,,,2001,40
6517,under,,,1055,7
6517,over,630,1810,1788,27
6517,over,,,1652,21
6517,over,,,1944,36
6517,over,740,1510,1701,23
6517,over,690,1320,1432,14
6517,over,,,1625,20
11513,over,,,1234,13
1022,over,,,1057,9
11513,over,590,1000,1196,12
7255,over,,,1683,33
11513,over,,,1057,9
11033,over,660,1200,1303,15
8931,under,,,1154,11
11033,over,,,1057,9
11513,under,,,862,6
11513,under,,,862,6
8931,over,,,1196,12
11513,under,,,936,7
2212,under,,,936,7
6591,over,740,1450,1637,21
6591,over,,,1238,10
6591,over,,,1897,34
6591,over,930,1990,1847,31
6591,over,,,1336,12
6591,over,1170,2130,1752,26
6591,over,,,1118,8
6591,over,,,1379,13
6591,over,,,1379,13
6591,over,,,1419,14
6591,over,,,1182,9
6591,over,,,1524,17
6591,over,,,1118,8
6591,over,,,1554,18
6591,over,,,1182,9
6591,over,,,1289,11
6512,over,960,1610,1526,18
6512,over,,,1581,20
6512,over,880,1470,1495,17
6517,over,850,1310,1391,13
6517,over,,,1128,8
6517,under,,,1055,7
6517,under,,,972,6
6517,under,,,972,6
6512,over,,,1215,10
6512,over,,,1354,13
6512,over,,,1495,17
6512,over,,,1393,14
6512,over,,,1429,15
6512,over,950,1550,1554,19
6512,over,,,1354,13
6591,over,650,950,1238,10
6591,over,,,1182,9
6591,over,,,1238,10
6591,over,,,1046,7
6591,over,690,1310,1456,15
6591,under,,,1046,7
16720,under,,,936,7
17066,under,,,936,7
8931,over,,,1108,10
8931,over,,,1057,9
8931,over,,,1234,13
8931,over,,,1234,13
6512,over,,,1463,16
6512,over,,,1027,7
8931,over,,,1154,11
8931,over,,,1108,10
22495,under,,,936,7
866,over,,,1154,11
866,over,,,1234,13
866,over,690,990,1001,8
866,over,,,1270,14
866,over,,,1196,12
8931,over,,,1234,13
8931,over,,,1363,17
8931,over,,,1057,9
6517,under,,,972,6
866,over,,,1391,18
8931,over,,,1334,16
8931,over,,,1417,19
16720,under,,,862,6
14994,over,890,1510,1279,34
6617,over,,,1059,18
14994,over,740,1320,1234,30
6617,over,230,1320,1079,19
6617,over,,,1016,16
6617,over,300,1480,1281,33
14994,over,830,1410,1246,31
14994,over,,,1137,23
14994,over,250,1230,1086,20
14994,over,,,957,14
