spp_code,stories,below_crown_height,height,estimated_height,DBH
14994,over,500,940,957,14
6617,over,,,1016,16
6617,over,490,1370,1207,27
6617,over,,,1038,17
14994,over,,,1209,28
16671,over,,,518,7
16671,over,,,755,17
12904,over,410,820,739,16
6476,over,,,770,18
6591,over,280,670,667,12
14964,over,,,1309,40
14964,over,,,1326,42
14994,over,,,1246,31
14964,over,340,790,881,12
14964,over,390,810,984,16
6591,over,200,510,558,8
6617,over,230,560,762,8
6476,over,200,630,755,17
12904,over,230,520,554,8
6591,over,190,430,523,7
6476,over,190,430,585,9
17047,over,,,518,7
6476,over,,,518,7
6556,over,270,580,622,9
6591,over,190,490,618,10
12904,over,350,570,554,8
12904,over,190,810,785,19
908,over,,,662,12
908,over,,,613,10
6476,over,430,840,662,12
6476,over,,,639,11
14964,over,,,779,9
14964,over,,,936,14
6617,over,,,910,12
6617,over,350,590,878,11
12904,over,,,722,15
6556,over,,,652,10
6556,over,240,790,803,17
6556,over,,,767,15
6556,over,,,652,10
6556,over,,,679,11
6556,over,290,830,767,15
6556,over,270,820,727,13
6556,over,,,679,11
6591,over,290,660,618,10
14994,over,,,1300,36
6591,over,240,1040,885,27
6591,over,200,640,667,12
6591,over,,,618,10
6591,over,,,590,9
6591,over,,,590,9
6591,over,,,618,10
6591,over,200,610,590,9
6556,over,,,679,11
6617,over,,,1097,20
6617,over,,,992,15
6617,over,,,1059,18
14994,over,650,910,930,13
14994,over,680,930,1048,18
14994,over,320,610,1006,16
14994,over,460,600,797,9
14994,over,,,901,12
14994,over,,,1006,16
14994,over,630,1130,1167,25
14994,over,,,1167,25
14994,over,,,1153,24
14994,over,,,1182,26
14994,over,,,1153,24
6556,over,300,820,863,21
6556,over,300,620,679,11
6556,over,,,704,12
6617,over,380,790,967,14
6617,over,,,940,13
6617,over,,,940,13
6617,over,,,967,14
6617,over,,,843,10
6617,over,430,940,1016,16
6617,over,,,940,13
6617,over,,,940,13
6617,over,,,940,13
6617,over,,,967,14
6617,over,,,992,15
6617,over,,,1132,22
6591,over,,,558,8
14994,over,,,1086,20
6617,over,,,1016,16
6617,over,650,1030,1079,19
6617,over,,,912,7
6617,over,,,1165,12
14994,over,,,888,10
14994,over,610,940,1093,17
14994,over,,,848,9
14994,over,470,1130,1286,28
14994,over,570,1030,1045,15
14994,over,700,1010,925,11
14994,over,580,1130,1210,23
14994,over,,,1093,17
14994,over,,,848,9
14994,over,,,1045,15
14994,over,,,1115,18
14994,over,,,1070,16
6525,over,,,1005,8
6556,over,,,1005,8
8931,over,,,1005,8
6525,over,,,1005,8
6591,over,,,866,6
6617,over,,,1355,18
6617,over,,,1328,17
6617,over,810,1120,1299,16
6617,over,,,1165,12
6617,over,,,1079,10
6617,over,,,974,8
6617,over,760,1130,1355,18
6617,over,,,1328,17
6617,over,,,1269,15
14994,over,,,1045,15
14994,over,,,1210,23
14994,over,,,1286,28
14994,over,,,1414,39
14994,over,,,1136,19
14994,over,590,1290,1257,26
14994,over,,,1349,33
14994,over,,,990,13
14994,over,,,1093,17
14994,over,690,1140,1175,21
14994,over,,,1115,18
14994,over,,,1210,23
14994,over,,,990,13
14994,over,,,1257,26
14994,over,,,848,9
14994,over,,,1242,25
14994,under,,,751,7
14994,over,,,848,9
14994,over,,,888,10
14994,over,,,1070,16
14994,over,,,1325,31
14994,over,,,1175,21
14994,over,,,1018,14
14994,over,610,830,990,13
14994,over,,,1093,17
14994,over,,,1093,17
6617,over,,,1449,22
6617,over,,,1165,12
6617,over,,,1202,13
6617,over,,,912,7
6617,over,,,912,7
6617,over,,,1269,15
6617,over,580,1040,1202,13
6617,over,,,840,6
6617,over,,,974,8
6617,over,,,840,6
6556,over,,,940,7
6525,over,,,940,7
6556,over,,,1062,9
6556,over,,,866,6
6556,over,,,1239,13
6617,over,,,1030,9
6617,over,,,1449,22
6617,over,600,1130,1237,14
6617,over,630,1370,1380,19
6617,over,610,1230,1328,17
6556,over,,,1239,13
12315,under,,,1005,8
6525,under,,,940,7
6556,over,,,940,7
6556,over,,,866,6
14994,over,,,1313,30
14994,over,,,1193,22
14994,over,630,1030,1045,15
14994,over,,,1070,16
14994,over,,,1210,23
14994,over,,,1115,18
14994,over,,,1070,16
14994,over,,,1242,25
14994,over,,,888,10
14994,over,,,1136,19
14994,over,,,959,12
14994,over,,,1394,37
14994,over,,,1226,24
6525,over,,,1159,11
6525,over,,,940,7
6525,over,,,940,7
6525,over,,,940,7
6525,over,,,940,7
6525,over,,,1062,9
12315,under,,,1005,8
6525,under,,,866,6
6525,over,,,940,7
6556,over,,,1340,16
6556,over,,,940,7
11529,under,,,866,6
14994,over,490,1430,1383,36
14994,over,,,1175,21
14994,over,,,1404,38
14994,over,,,1383,36
14994,over,,,1394,37
14994,over,,,1136,19
14994,over,,,1433,41
14994,over,,,1136,19
14994,over,,,1325,31
14994,over,420,1230,1325,31
14994,over,,,1313,30
14994,over,700,1410,1242,25
14994,over,,,1313,30
14994,over,,,1313,30
14994,over,720,1150,1115,18
6617,over,,,1237,14
6617,over,,,1202,13
6617,over,,,1404,20
6617,over,760,990,1124,11
6617,over,,,1299,16
6617,over,,,840,6
6617,over,780,1740,1490,24
6617,over,,,1545,27
6617,over,,,1079,10
14964,over,,,1294,25
14994,over,,,1452,43
14964,over,,,1354,29
14964,over,,,925,10
14964,over,,,1139,17
14964,over,680,1690,1204,20
14964,over,590,1820,1354,29
14964,over,,,1114,16
14964,over,,,1418,34
11033,over,,,1062,9
8931,over,,,1471,21
16720,under,,,1005,8
6591,over,680,1660,1536,24
6525,over,,,1423,19
6525,over,730,1330,1448,20
6617,over,,,1562,28
6617,over,,,1030,9
6617,over,,,912,7
6617,over,,,912,7
6617,over,,,974,8
6617,over,,,974,8
14994,over,520,1320,1372,35
16720,under,,,940,7
6525,over,,,1423,19
6525,over,,,1309,15
6512,over,,,1555,25
6525,over,,,1239,13
6525,under,,,940,7
6525,over,,,1005,8
6525,over,,,1239,13
6512,over,,,1704,34
6525,under,,,866,6
11033,over,,,866,6
6512,over,800,1460,1369,17
6525,over,,,1062,9
8931,over,,,1239,13
6591,over,,,1340,16
6591,over,,,940,7
16720,over,,,940,7
16720,over,,,1005,8
8931,over,,,1005,8
6617,over,480,1720,1509,25
6617,over,470,1590,1545,27
6617,over,,,912,7
6617,over,,,1079,10
6617,over,,,1680,36
6617,over,630,1710,1427,21
14994,over,,,1540,54
14994,under,,,751,7
14994,over,950,1630,1478,46
14964,over,,,1473,39
6591,over,,,1704,34
6591,over,790,1620,1423,19
984,under,,,940,7
6591,under,,,1062,9
6512,under,,,1309,15
6556,over,,,1423,19
6556,over,,,1423,19
984,over,,,1159,11
984,over,,,1201,12
984,over,,,1340,16
2195,under,,,940,7
11717,over,,,1062,9
6512,over,330,1770,1659,31
8931,over,840,1120,1275,14
8931,over,,,1062,9
8931,over,,,1423,19
6525,under,,,866,6
6525,over,,,1113,10
6525,over,710,1300,1397,18
6525,over,,,1113,10
6591,over,420,930,1113,10
6591,over,,,1062,9
14994,over,,,1325,31
14994,over,600,1340,1338,32
14994,over,150,1390,1372,35
14994,over,,,1338,32
14994,over,770,1040,990,13
14994,over,,,1156,20
14994,over,,,1525,52
14994,over,690,1380,1242,25
6591,under,,,940,7
6591,over,,,1005,8
6591,over,740,1290,1340,16
6591,over,,,1062,9
984,under,,,1113,10
14994,over,,,1245,23
14994,over,,,1278,25
14994,over,,,1376,32
14994,over,,,952,11
14994,over,,,1245,23
6617,over,,,1315,17
6617,over,,,1019,9
6617,over,,,1153,12
6617,over,,,1068,10
6617,over,,,1113,11
6617,over,,,903,7
6617,over,,,1068,10
6617,over,,,831,6
14994,over,740,1320,1308,27
14994,over,680,1320,1209,21
15067,under,,,872,9
6525,over,,,1115,11
12904,over,,,1022,9
6525,over,,,1022,9
6617,over,,,1019,9
6617,under,,,831,6
6617,over,,,1315,17
6617,over,,,965,8
6617,over,690,1330,1434,22
6617,over,,,965,8
6617,over,,,1153,12
6617,under,,,1019,9
6617,over,,,1113,11
6617,over,,,1257,15
6617,over,,,831,6
6617,over,,,831,6
6617,over,,,1257,15
6617,over,,,1113,11
6617,over,,,1113,11
6617,over,,,1225,14
6617,over,,,903,7
6617,over,,,831,6
6617,under,,,831,6
6617,over,,,965,8
6617,over,,,903,7
6617,over,,,1019,9
6617,over,,,831,6
6617,over,,,903,7
6617,over,,,831,6
6617,over,,,1113,11
6617,over,,,1068,10
14994,over,,,1227,22
14994,over,,,1147,18
14994,under,420,980,1101,16
14994,over,,,1278,25
6617,over,490,880,831,6
6617,over,750,1240,1153,12
6617,over,,,1019,9
6617,over,660,1180,1068,10
6617,under,,,903,7
6617,over,,,1068,10
6617,over,,,1113,11
6617,over,,,1315,17
6617,over,,,965,8
6617,over,,,1225,14
6617,over,,,1153,12
6617,over,770,1270,1225,14
6617,over,,,1019,9
6617,over,750,1240,1286,16
6617,over,520,930,965,8
6617,over,,,1153,12
6617,over,,,1068,10
6617,over,,,965,8
6617,over,,,1019,9
6617,over,,,903,7
6617,over,,,1113,11
6617,over,,,1019,9
6617,over,,,1068,10
6617,over,,,1153,12
6617,over,,,1019,9
6617,over,,,1113,11
6617,over,,,1113,11
6617,under,,,831,6
6617,over,,,1153,12
6617,over,,,1113,11
6617,over,,,903,7
6617,over,,,1257,15
6617,under,,,903,7
6617,under,,,1019,9
6617,over,,,1019,9
6617,over,,,1257,15
6617,over,,,903,7
6617,over,,,965,8
6617,over,,,1257,15
6617,under,,,903,7
6617,over,,,1366,19
6617,over,,,903,7
6617,over,,,903,7
6617,over,780,1350,1366,19
6617,over,,,1068,10
6617,over,,,1068,10
6617,over,,,1286,16
6617,over,,,1113,11
6617,over,,,1153,12
6617,under,,,965,8
6617,over,,,1113,11
6617,over,,,1019,9
6617,over,,,1286,16
6617,over,,,1113,11
6617,over,,,1019,9
6617,over,,,1257,15
6617,over,,,1257,15
6617,over,,,1315,17
6617,over,,,1019,9
6617,over,,,903,7
6617,over,,,1190,13
6617,over,,,903,7
6617,over,,,1225,14
6617,over,,,1190,13
6617,over,,,1286,16
6617,over,,,1068,10
6617,over,,,1225,14
6617,over,,,1113,11
6617,over,,,1153,12
6617,over,,,1190,13
6617,over,,,965,8
6617,over,,,1113,11
6617,over,730,1200,1113,11
14994,over,670,1340,1189,20
14994,over,570,1070,1101,16
14994,over,,,1147,18
14994,over,,,1101,16
14994,over,,,1147,18
14994,over,,,1048,14
14994,over,,,986,12
14994,over,,,1075,15
14994,over,750,1190,1400,34
14994,over,,,1147,18
14994,over,820,1190,1227,22
14994,over,,,1125,17
14994,over,,,1411,35
14994,over,,,1125,17
14994,over,510,1240,1262,24
6617,over,,,1315,17
6617,under,,,903,7
6617,over,,,1019,9
6617,over,,,1113,11
6617,over,,,1019,9
6617,over,,,965,8
6617,over,,,903,7
6617,over,,,903,7
6617,over,,,1019,9
6617,over,,,1153,12
6617,over,,,1315,17
6617,over,,,1190,13
6617,over,,,1019,9
6617,over,,,1113,11
6617,over,480,830,1068,10
6617,over,,,965,8
6617,over,,,903,7
6617,over,,,965,8
6617,over,,,1153,12
6617,over,,,1113,11
6617,over,,,1019,9
6617,over,640,1260,1257,15
6617,over,,,1113,11
6617,over,420,740,903,7
6617,over,,,1019,9
6617,over,,,1113,11
6617,over,640,1180,1153,12
6617,over,,,831,6
6617,over,,,1019,9
6617,over,,,1019,9
6617,over,,,1113,11
6617,over,,,903,7
6617,over,,,903,7
6617,over,,,1113,11
6617,over,,,903,7
6617,over,,,1113,11
6617,over,,,1019,9
6617,over,,,1113,11
6617,over,,,1190,13
6617,over,,,965,8
6617,over,,,965,8
6617,over,,,903,7
6617,over,,,1019,9
6617,over,,,903,7
6617,over,,,1315,17
6617,over,,,1455,23
6617,over,,,1257,15
6617,over,,,1286,16
6617,over,,,1019,9
6617,under,,,831,6
6617,over,,,1019,9
6617,over,,,1257,15
6617,over,750,1360,1366,19
6617,over,,,1315,17
6617,over,,,1153,12
6617,over,750,1280,1019,9
6617,over,,,1315,17
6617,over,,,965,8
6617,over,650,1210,1153,12
6617,over,,,1225,14
6617,over,,,1225,14
6617,over,,,1315,17
6617,over,,,1341,18
6617,over,,,1390,20
6617,over,,,1068,10
6617,over,,,965,8
6617,over,,,1153,12
6617,under,,,831,6
6617,under,,,903,7
6617,over,,,903,7
6617,over,,,1390,20
6617,over,,,1068,10
6617,over,,,1315,17
6617,over,,,1315,17
6617,over,,,1341,18
6617,over,,,965,8
6617,over,,,1225,14
6617,under,,,903,7
6617,under,,,965,8
6617,over,,,831,6
6617,over,,,1019,9
6617,over,,,1286,16
6617,over,,,903,7
6617,over,,,1113,11
6617,over,640,1370,1434,22
6617,over,,,1257,15
6617,over,,,1341,18
6617,over,,,1019,9
6617,over,650,1050,1190,13
6617,over,680,1250,1286,16
14994,over,,,1147,18
14994,over,,,1147,18
14994,over,670,1260,1262,24
14994,over,580,1320,1147,18
14994,over,,,1048,14
14994,over,,,1075,15
14994,under,,,872,9
14994,over,,,952,11
14994,over,,,1147,18
14994,over,,,1101,16
14994,over,,,1169,19
14994,over,660,1220,1209,21
14994,over,,,1245,23
14994,over,,,1278,25
14994,over,,,1209,21
6591,over,630,1020,905,7
6525,over,,,905,7
12904,over,,,967,8
6591,over,,,967,8
6617,over,880,1440,1341,18
7475,over,,,1227,14
6617,over,770,1520,1546,28
6617,under,480,820,965,8
6617,over,,,1315,17
6617,over,590,940,1068,10
6617,over,,,1257,15
6617,over,,,1190,13
6617,over,,,1225,14
6617,over,,,1286,16
6617,over,810,1470,1390,20
6617,over,,,1153,12
6617,over,,,1286,16
6617,over,,,1494,25
6617,under,,,1019,9
6617,over,,,1315,17
6617,over,680,1220,1190,13
6617,over,,,1113,11
6617,over,,,1455,23
6617,under,450,710,831,6
6617,over,,,1068,10
6617,over,910,1560,1494,25
6617,over,,,1315,17
6617,under,,,1019,9
6617,over,,,1286,16
6617,over,,,1190,13
6617,over,,,1366,19
6617,over,,,1413,21
6617,over,820,1550,1434,22
6617,over,,,1341,18
6617,over,,,1257,15
6617,over,,,1390,20
6617,over,,,1390,20
6617,under,,,903,7
6617,over,,,1413,21
6617,over,,,1068,10
6617,over,,,1366,19
6617,over,,,1434,22
6617,over,,,1019,9
6617,over,,,1225,14
6617,over,,,1225,14
6617,over,,,1153,12
6617,over,,,1494,25
6617,over,,,1153,12
1022,under,,,905,7
1008,over,,,905,7
6617,under,,,965,8
6617,over,,,1512,26
6617,over,,,1434,22
6617,over,,,1434,22
6617,over,,,1113,11
6617,over,,,1257,15
12930,under,,,905,7
1046,over,,,1227,14
1046,over,,,905,7
1046,over,,,1156,12
12904,under,,,905,7
6525,over,,,1344,18
6517,over,,,1156,12
6617,over,720,1330,1257,15
14994,over,,,1158,21
14994,over,,,1120,19
14994,over,620,1240,1078,17
14994,over,,,912,11
14994,over,,,1004,14
14994,over,,,1318,32
14994,over,,,1120,19
14994,over,630,1250,1120,19
14994,over,,,976,13
14994,over,620,960,976,13
14994,over,,,1099,18
14994,over,,,1306,31
14994,over,,,1030,15
14994,over,440,1020,1158,21
14994,over,580,1520,1030,15
14994,over,,,1099,18
14994,over,,,1158,21
14994,over,590,970,912,11
14994,over,490,1400,1342,34
14994,over,,,1120,19
14994,over,,,1158,21
14994,over,,,791,8
14994,over,,,1120,19
14994,over,,,1078,17
6617,over,,,976,13
6617,over,,,1078,17
6617,over,,,1004,14
6617,over,,,1099,18
12904,over,,,912,11
14994,over,,,1004,14
14994,over,770,1460,1004,14
14994,over,,,1176,22
14994,over,,,1004,14
14994,over,520,1420,1209,24
14994,over,,,1209,24
14994,over,,,1294,30
14994,over,,,1239,26
14994,over,580,1870,1239,26
14994,over,,,976,13
14994,over,,,1004,14
14994,over,500,680,912,11
14994,over,,,791,8
14994,over,440,1370,1209,24
14994,over,470,810,1055,16
14994,over,320,1330,1140,20
14994,over,,,1225,25
14994,over,,,1158,21
14994,over,,,1140,20
14994,over,,,1254,27
14994,over,,,1004,14
14994,over,,,945,12
14994,over,,,912,11
14994,over,,,1004,14
14994,over,550,1180,1268,28
14994,over,,,976,13
14994,over,,,1330,33
14994,over,,,876,10
14994,over,,,945,12
14994,over,,,1158,21
14994,over,,,1140,20
14994,over,390,1240,1294,30
14994,over,,,945,12
14994,over,,,1318,32
14994,over,390,1140,1239,26
14994,over,,,1193,23
14994,over,640,1070,976,13
14994,over,,,976,13
14994,over,640,1170,1099,18
14994,over,,,1055,16
14994,over,,,876,10
14994,over,530,1000,1193,23
14994,over,,,976,13
14994,over,,,1078,17
14994,over,,,1099,18
14994,over,,,1120,19
14994,over,,,1099,18
14994,over,,,945,12
14994,over,,,1030,15
14994,over,,,1193,23
14994,over,550,1030,1294,30
14994,over,560,1150,1254,27
14994,over,520,1010,1176,22
14994,over,570,1070,1078,17
14994,over,,,1158,21
14994,over,,,1193,23
14994,over,,,1193,23
14994,over,,,1330,33
14994,over,,,1158,21
14994,over,500,940,1120,19
14994,over,,,1099,18
14994,over,,,1120,19
6617,over,,,1099,18
6617,over,,,1078,17
14994,over,,,1055,16
14994,over,,,912,11
14994,over,,,836,9
14994,over,790,1090,976,13
14994,over,690,1020,876,10
14994,over,,,1055,16
14994,over,,,1239,26
14994,over,,,1055,16
14994,over,,,1099,18
14994,over,,,912,11
14994,over,,,836,9
14994,over,,,1363,36
14994,over,,,945,12
14994,over,740,1290,1209,24
14994,over,,,976,13
14994,over,,,791,8
14994,over,,,1193,23
14994,over,,,1193,23
14994,over,,,1176,22
14994,over,,,1120,19
14994,over,,,1030,15
14994,over,,,836,9
14994,over,,,1099,18
14994,over,730,1120,1140,20
14994,over,640,1040,1030,15
14994,over,,,1239,26
14994,over,,,1193,23
14994,over,,,1342,34
14994,over,,,1004,14
14994,over,,,791,8
14994,over,,,1294,30
14994,over,,,1140,20
14994,over,,,791,8
14994,over,,,876,10
14994,over,,,876,10
14994,over,,,1055,16
14994,over,,,876,10
14994,over,,,876,10
14994,over,,,1099,18
14994,over,,,791,8
14994,over,,,1254,27
14994,over,,,836,9
14994,over,,,740,7
14994,over,,,1004,14
14994,over,,,1294,30
14994,over,,,1004,14
14994,over,,,791,8
14994,over,,,912,11
6591,over,,,912,11
14994,over,430,1140,1209,24
14994,over,300,1080,1281,29
14994,over,460,830,912,11
14994,over,510,880,1055,16
14994,over,350,1130,1099,18
14994,over,,,1239,26
14994,over,,,1030,15
14994,over,400,1310,1254,27
14994,over,430,890,1225,25
14994,over,,,1099,18
14994,over,380,580,836,9
14994,over,,,1225,25
14994,over,,,740,7
14994,over,,,740,7
14994,over,,,740,7
14994,over,,,945,12
14994,over,440,800,1004,14
14994,over,,,976,13
14994,over,430,1180,1140,20
14994,over,,,836,9
14994,over,,,876,10
14994,over,,,774,7
14994,over,,,874,9
14994,over,,,954,11
14994,over,,,1103,16
14994,over,,,1340,29
14994,over,,,1212,21
14994,over,,,1050,14
14964,over,780,1450,1490,22
14964,over,,,1156,11
14964,over,,,1272,14
14964,over,640,1530,1551,25
14964,under,,,1059,9
14964,over,,,1002,8
14964,over,,,1272,14
14964,over,720,1200,1305,15
14964,over,,,1110,10
14964,over,1030,1560,1444,20
14964,over,,,1444,20
14964,over,,,863,6
14964,over,,,1002,8
14964,over,960,1330,1365,17
14964,over,,,1365,17
14964,over,,,1336,16
14964,over,870,1180,1272,14
14964,over,870,1240,1198,12
14964,over,,,1156,11
14964,over,,,1365,17
14964,over,,,1393,18
14964,over,,,1336,16
14994,over,,,1150,18
14994,over,,,954,11
14994,over,,,1021,13
14994,over,740,1120,1192,20
14994,over,,,1212,21
14994,over,,,1172,19
14994,over,860,1260,1128,17
14994,over,,,954,11
6591,over,,,1023,9
6591,over,,,1194,13
8931,under,,,968,8
14994,over,,,1172,19
14994,over,630,980,989,12
6617,over,570,970,1110,10
14994,over,,,1212,21
14994,over,,,1128,17
14994,over,590,980,989,12
6591,over,,,906,7
6591,over,,,906,7
6591,over,,,968,8
6591,over,,,906,7
6591,over,630,1040,968,8
6556,over,,,968,8
14964,over,,,1490,22
14964,over,,,1551,25
14964,over,,,1623,29
14964,over,790,1810,1511,23
14964,over,,,1551,25
14964,over,,,1444,20
14964,under,,,1444,20
14994,over,,,1230,22
14994,over,,,827,8
14994,over,,,1103,16
14994,over,660,1010,1103,16
14994,over,,,1128,17
14994,over,570,1090,1150,18
14994,over,,,827,8
14994,over,510,1180,1248,23
14994,over,,,916,10
14994,over,,,874,9
14994,over,,,989,12
14994,over,,,954,11
14994,over,,,989,12
14994,over,,,1128,17
14994,over,,,1172,19
14994,over,670,1330,1192,20
14994,over,,,1078,15
14994,over,,,1128,17
14994,over,570,990,916,10
14994,over,,,1050,14
14994,over,570,1360,1312,27
14994,over,,,1248,23
14994,over,,,954,11
14994,over,,,1192,20
14994,over,,,1392,33
14994,over,,,874,9
14994,over,,,1172,19
14994,over,,,1354,30
14994,over,,,989,12
14994,over,,,1230,22
14994,over,,,989,12
14994,over,,,1128,17
14994,over,,,1150,18
6476,over,,,1023,9
6591,over,,,906,7
6556,over,,,968,8
6591,over,,,834,6
6556,over,,,834,6
6556,over,,,834,6
6556,over,,,1023,9
6556,over,,,968,8
6556,over,,,834,6
6556,over,,,906,7
6591,over,,,1023,9
6591,over,,,1023,9
6591,over,,,1117,11
6591,over,,,1072,10
6617,over,,,938,7
6556,over,,,968,8
6591,over,,,906,7
6617,over,540,1350,1419,19
8931,over,,,906,7
8931,over,,,1117,11
8931,under,,,834,6
6556,over,440,870,1072,10
6591,under,,,834,6
6591,under,,,834,6
6591,over,,,834,6
8931,over,,,968,8
8931,over,,,1023,9
8931,over,,,1072,10
8931,over,,,906,7
6525,over,,,906,7
6617,over,,,938,7
6617,over,,,1156,11
6617,over,,,1236,13
6617,over,,,938,7
6617,over,,,1393,18
6617,over,,,1336,16
6617,over,,,1305,15
6617,over,,,1305,15
6617,over,,,1393,18
6617,over,,,1198,12
6617,over,,,1336,16
6617,over,,,1272,14
6617,over,,,938,7
6617,over,,,1156,11
15067,over,,,1049,12
8931,over,,,1023,9
14994,over,,,989,12
14994,over,620,980,1150,18
14994,over,,,954,11
14994,over,590,910,954,11
14994,over,,,1192,20
14994,over,,,1265,24
14994,over,,,1078,15
14994,over,,,1078,15
14994,over,,,1265,24
14994,over,,,1150,18
14994,over,,,1128,17
14994,over,,,1103,16
14994,over,,,1297,26
6617,over,,,1156,11
6617,over,,,1272,14
6617,over,,,1156,11
6617,over,850,1370,1236,13
6617,over,960,1380,1366,17
6617,over,,,1198,12
6617,over,,,1393,18
6617,over,770,1290,1305,15
6617,over,,,1272,14
6617,over,,,1419,19
6617,over,,,1198,12
6617,over,,,1272,14
14994,over,,,1150,18
14994,over,,,989,12
14994,over,,,1103,16
14994,over,,,916,10
14994,over,680,1270,1078,15
14994,over,,,1172,19
14994,over,,,1150,18
14994,over,680,1040,1192,20
14994,over,,,989,12
14994,over,,,1021,13
14994,over,,,1103,16
14994,over,730,1200,1230,22
14994,over,,,1128,17
14994,over,,,1281,25
14994,over,620,1180,1265,24
14994,over,,,1021,13
14994,over,,,1265,24
14964,over,,,863,6
6617,over,,,1419,19
6617,over,,,1110,10
6617,over,,,1393,18
6617,over,,,1366,17
6617,over,,,1236,13
6617,over,,,863,6
6617,over,,,1366,17
6617,under,,,863,6
6617,over,,,863,6
14964,over,,,1365,17
14964,over,,,1570,26
14994,over,,,1128,17
14994,under,,,916,10
14994,over,,,1172,19
14994,over,,,1354,30
14994,over,,,1192,20
14994,over,,,827,8
14994,over,,,1128,17
14994,over,,,1150,18
14994,over,610,1060,989,12
14994,over,,,1248,23
14994,over,620,1170,1297,26
14994,over,,,916,10
14994,over,,,1078,15
14994,over,,,874,9
14994,over,,,1230,22
14994,over,610,1530,1367,31
14994,over,,,1172,19
14994,over,,,916,10
14994,over,,,1078,15
14994,over,,,1312,27
